season,team,pitcher,count
2023,UPV,unknown,4
2016,VJV,alexaja01,2
2016,VJV,clemepa02,19
2016,VJV,davisau01,20
2016,VJV,davisno01,10
2016,VJV,duffyda01,6
2016,VJV,hernajo02,2
2016,VJV,liberma01,6
2016,VJV,mcgowky01,1
2016,VJV,oviedjo01,20
2016,VJV,schulja02,10
2016,VJV,suarejo01,1
2016,VJV,unknown,8
2017,VJV,duffyda01,1
2017,VJV,godleza01,20
2017,VJV,greenco01,13
2017,VJV,harriho03,2
2017,VJV,hernajo02,5
2017,VJV,hestoch01,19
2017,VJV,kellyca01,8
2017,VJV,oviedjo01,13
2017,VJV,poynebo01,1
2017,VJV,ramirne01,20
2017,VJV,unknown,4
2018,VJV,davisno01,12
2018,VJV,delarru01,15
2018,VJV,duffyda01,16
2018,VJV,gilbelo01,7
2018,VJV,hernajo02,20
2018,VJV,hestoch01,2
2018,VJV,mikolmi01,3
2018,VJV,morgael01,9
2018,VJV,overtdi01,3
2018,VJV,oviedjo01,1
2018,VJV,suarejo01,18
2018,VJV,unknown,2
2019,VJV,bandaan01,2
2019,VJV,bradlta01,2
2019,VJV,brashma01,4
2019,VJV,chargjt01,2
2019,VJV,davisno01,1
2019,VJV,delarru01,5
2019,VJV,gilbelo01,5
2019,VJV,hernajo02,14
2019,VJV,jarvibr01,15
2019,VJV,marveja01,2
2019,VJV,mcraeal01,5
2019,VJV,musgrjo01,6
2019,VJV,ramirer02,10
2019,VJV,suarejo01,8
2019,VJV,szaputh01,8
2019,VJV,unknown,9
2019,VJV,verlaju01,11
2019,VJV,wellsty01,1
2021,VJV,antonte01,14
2021,VJV,delarru01,2
2021,VJV,imanash01,1
2021,VJV,jarvibr01,13
2021,VJV,johnser04,9
2021,VJV,kendrky01,13
2021,VJV,morgael01,12
2021,VJV,suarejo01,18
2021,VJV,swanser01,11
2021,VJV,szaputh01,4
2021,VJV,unknown,7
2022,VJV,alcanra01,1
2022,VJV,ashcrgr01,15
2022,VJV,loupaa01,1
2022,VJV,morgael01,17
2022,VJV,oswalco01,15
2022,VJV,rodonca01,1
2022,VJV,sanchcr01,3
2022,VJV,searsjp01,13
2022,VJV,slegeaa01,7
2022,VJV,smithca03,1
2022,VJV,swanser01,14
2022,VJV,szaputh01,10
2022,VJV,unknown,4
2023,VJV,anderta01,1
2023,VJV,ashcrgr01,17
2023,VJV,delarru01,6
2023,VJV,jarvibr01,16
2023,VJV,morgael01,20
2023,VJV,parkebl01,18
2023,VJV,slegeaa01,3
2023,VJV,swanser01,17
2023,VJV,szaputh01,6
2023,VJV,unknown,3
2016,VQC,clippty01,12
2016,VQC,colege01,4
2016,VQC,dowdyky01,18
2016,VQC,lodolni01,18
2016,VQC,pallaan01,15
2016,VQC,pannoth01,2
2016,VQC,phillty01,15
2016,VQC,rutleja01,6
2016,VQC,soriajo01,2
2016,VQC,unknown,8
2016,VQC,woodfja01,1
2016,VQC,ynoaga01,2
2017,VQC,colege01,20
2017,VQC,gonzagi01,21
2017,VQC,pannoth01,12
2017,VQC,phillty01,21
2017,VQC,rodried05,14
2017,VQC,rutleja01,14
2017,VQC,unknown,3
2018,VQC,colege01,16
2018,VQC,gonzagi01,20
2018,VQC,hoeinbr01,10
2018,VQC,knackla01,10
2018,VQC,rodried05,21
2018,VQC,rutleja01,18
2018,VQC,unknown,6
2018,VQC,whitlga01,2
2018,VQC,ynoaga01,5
2019,VQC,asheral01,2
2019,VQC,bridwpa01,1
2019,VQC,greensh02,1
2019,VQC,hoeinbr01,20
2019,VQC,knackla01,4
2019,VQC,middlke01,18
2019,VQC,moorema02,7
2019,VQC,rodried05,14
2019,VQC,rutleja01,7
2019,VQC,scribtr01,2
2019,VQC,tylerky01,1
2019,VQC,unknown,6
2019,VQC,woodtr01,16
2019,VQC,ynoaga01,9
2021,VQC,asheral01,12
2021,VQC,colege01,12
2021,VQC,ferguca01,4
2021,VQC,lawreca01,2
2021,VQC,mcclare01,18
2021,VQC,parkebl01,17
2021,VQC,ponceco01,15
2021,VQC,ramirer02,6
2021,VQC,scherma01,1
2021,VQC,thompja03,7
2021,VQC,unknown,8
2021,VQC,yajurmi01,2
2022,VQC,abbotan01,1
2022,VQC,asheral01,17
2022,VQC,bradlta01,4
2022,VQC,cashnan01,17
2022,VQC,gonsoto01,9
2022,VQC,johnser04,19
2022,VQC,lawreca01,1
2022,VQC,mcclare01,17
2022,VQC,mcraeal01,1
2022,VQC,morejad01,9
2022,VQC,ponceco01,1
2022,VQC,unknown,6
2023,VQC,asheral01,22
2023,VQC,eschja01,1
2023,VQC,feierry01,2
2023,VQC,flaheja01,6
2023,VQC,ginnjt01,21
2023,VQC,kaprija01,8
2023,VQC,morejad01,11
2023,VQC,sotogr01,1
2023,VQC,sparkgl01,8
2023,VQC,unknown,5
2023,VQC,willitr01,20
2016,XFB,arrigsp01,12
2016,XFB,cabreed02,2
2016,XFB,feddeer01,13
2016,XFB,iveyty01,21
2016,XFB,mazurad01,21
2016,XFB,montafr02,5
2016,XFB,ramosce01,8
2016,XFB,rodriya01,17
2016,XFB,sheehem01,2
2016,XFB,unknown,4
2017,XFB,benjawe01,1
2017,XFB,feddeer01,3
2017,XFB,iveyty01,21
2017,XFB,mazurad01,18
2017,XFB,montafr02,12
2017,XFB,rodriya01,21
2017,XFB,santito01,5
2017,XFB,sheehem01,2
2017,XFB,unknown,6
2017,XFB,wrighda04,16
2018,XFB,cabrege01,9
2018,XFB,feddeer01,4
2018,XFB,iveyty01,22
2018,XFB,kenneia01,11
2018,XFB,mazurad01,13
2018,XFB,montafr02,21
2018,XFB,rodriya01,21
2018,XFB,sanchaa01,1
2018,XFB,unknown,4
2018,XFB,wrighda04,3
2019,XFB,andrima01,5
2019,XFB,arrigsp01,1
2019,XFB,assadja01,12
2019,XFB,bendean01,10
2019,XFB,mazurad01,19
2019,XFB,montafr02,9
2019,XFB,robleha01,21
2019,XFB,rodriya01,22
2019,XFB,unknown,8
2019,XFB,walkery01,2
2021,XFB,andrima01,2
2021,XFB,bendean01,8
2021,XFB,birdja01,11
2021,XFB,davisro03,2
2021,XFB,kellyme01,5
2021,XFB,kinghni01,3
2021,XFB,lambjo02,5
2021,XFB,latzja01,8
2021,XFB,nealza01,15
2021,XFB,oberhbr01,3
2021,XFB,robleha01,20
2021,XFB,sampsad01,1
2021,XFB,unknown,7
2021,XFB,walkery01,4
2021,XFB,wilkad01,11
2022,XFB,bendean01,1
2022,XFB,birdja01,1
2022,XFB,deleojo03,1
2022,XFB,effrosc01,3
2022,XFB,kerrra01,14
2022,XFB,nealza01,21
2022,XFB,oberhbr01,2
2022,XFB,robleha01,19
2022,XFB,rusinch01,6
2022,XFB,sampsad01,8
2022,XFB,unknown,7
2022,XFB,wilkad01,18
2023,XFB,bellobr01,8
2023,XFB,deleojo03,1
2023,XFB,hutchdr01,16
2023,XFB,kerrra01,12
2023,XFB,matthze01,20
2023,XFB,milneho01,1
2023,XFB,nealza01,4
2023,XFB,phelpda01,3
2023,XFB,robleha01,15
2023,XFB,unknown,6
2023,XFB,wilkad01,21
2016,YHA,alexyaj01,4
2016,YHA,alvarjo03,2
2016,YHA,andersh01,7
2016,YHA,burrobe01,1
2016,YHA,coveydy01,18
2016,YHA,diazmi02,16
2016,YHA,honeybr01,16
2016,YHA,kochaja01,11
2016,YHA,mckaybr01,3
2016,YHA,meyerma01,2
2016,YHA,plesaza01,10
2016,YHA,reidfse01,14
2016,YHA,unknown,1
2017,YHA,birdsha01,6
2017,YHA,clemepa02,8
2017,YHA,grayso01,1
2017,YHA,kiliaca01,20
2017,YHA,maytr01,1
2017,YHA,plesaza01,18
2017,YHA,ramirer02,10
2017,YHA,rasmudr01,1
2017,YHA,schulja02,17
2017,YHA,triggan01,11
2017,YHA,unknown,9
2017,YHA,waldrhu01,3
2018,YHA,brasiry01,5
2018,YHA,burrobe01,20
2018,YHA,diazda01,15
2018,YHA,jimenda01,7
2018,YHA,kiliaca01,21
2018,YHA,meyerma01,2
2018,YHA,plesaza01,8
2018,YHA,pukaj01,1
2018,YHA,stanery01,18
2018,YHA,unknown,5
2018,YHA,woodtr01,8
2019,YHA,brasiry01,15
2019,YHA,buchaja01,1
2019,YHA,chatwty01,2
2019,YHA,diazda01,20
2019,YHA,eflinza01,17
2019,YHA,greinza01,11
2019,YHA,hellije01,8
2019,YHA,matzst01,2
2019,YHA,meyerma01,1
2019,YHA,plesaza01,1
2019,YHA,stanery01,17
2019,YHA,triggan01,5
2019,YHA,unknown,7
2021,YHA,campbpa02,19
2021,YHA,coxau01,2
2021,YHA,eflinza01,17
2021,YHA,gonzame01,13
2021,YHA,hoeinbr01,19
2021,YHA,matzst01,2
2021,YHA,rodriye01,1
2021,YHA,triggan01,9
2021,YHA,unknown,6
2021,YHA,waldike01,18
2021,YHA,waldrhu01,2
2022,YHA,adlemti01,10
2022,YHA,baumami01,10
2022,YHA,campbpa02,19
2022,YHA,gonzame01,1
2022,YHA,hoeinbr01,17
2022,YHA,livelbe01,19
2022,YHA,lucchjo01,10
2022,YHA,unknown,4
2022,YHA,waldike01,13
2023,YHA,adlemti01,4
2023,YHA,campbpa02,19
2023,YHA,coxau01,1
2023,YHA,freelky01,15
2023,YHA,gonzame01,10
2023,YHA,hoeinbr01,16
2023,YHA,matzst01,1
2023,YHA,newsolj01,1
2023,YHA,penafe01,1
2023,YHA,smithaj01,14
2023,YHA,unknown,6
2023,YHA,waldike01,19
2016,ZQF,francjp01,11
2016,ZQF,greenco01,1
2016,ZQF,hernaca04,16
2016,ZQF,kingmi01,11
2016,ZQF,leonedo01,3
2016,ZQF,mercami01,6
2016,ZQF,ramirne01,21
2016,ZQF,rogertr01,20
2016,ZQF,rucindr01,13
2016,ZQF,unknown,2
2017,ZQF,alexaty01,3
2017,ZQF,castrmi01,2
2017,ZQF,davisau01,14
2017,ZQF,eickhje01,1
2017,ZQF,feyerjo01,15
2017,ZQF,kingmi01,9
2017,ZQF,leonedo01,13
2017,ZQF,richaly01,1
2017,ZQF,rogertr01,21
2017,ZQF,rucindr01,18
2017,ZQF,scottta02,3
2017,ZQF,thorple01,1
2017,ZQF,unknown,2
2018,ZQF,adamsau02,22
2018,ZQF,cahiltr01,11
2018,ZQF,feyerjo01,1
2018,ZQF,howarsa01,17
2018,ZQF,kingmi01,2
2018,ZQF,kleinph01,2
2018,ZQF,leonedo01,22
2018,ZQF,ortka01,1
2018,ZQF,rogertr01,2
2018,ZQF,rucindr01,20
2018,ZQF,unknown,6
2019,ZQF,adamsau02,21
2019,ZQF,couloda01,18
2019,ZQF,hillga02,1
2019,ZQF,lametdi01,2
2019,ZQF,leonedo01,20
2019,ZQF,lopezja04,2
2019,ZQF,maldoan01,19
2019,ZQF,rucindr01,20
2019,ZQF,unknown,4
2021,ZQF,castehu01,15
2021,ZQF,cuevawi01,19
2021,ZQF,hillga02,3
2021,ZQF,leonedo01,20
2021,ZQF,maldoan01,14
2021,ZQF,mcderch01,5
2021,ZQF,oviedjo01,11
2021,ZQF,paxtoja01,1
2021,ZQF,peralfr01,1
2021,ZQF,ryanjo04,2
2021,ZQF,sadzeco01,10
2021,ZQF,unknown,4
2022,ZQF,antonte01,16
2022,ZQF,eflinza01,5
2022,ZQF,garcija04,2
2022,ZQF,holmbda01,6
2022,ZQF,lametdi01,12
2022,ZQF,middlke01,17
2022,ZQF,sadzeco01,7
2022,ZQF,stewabr01,3
2022,ZQF,unknown,3
2022,ZQF,walstbl01,14
2022,ZQF,wrighst01,16
2023,ZQF,boydma01,9
2023,ZQF,castehu01,10
2023,ZQF,peacoma01,1
2023,ZQF,raganco01,20
2023,ZQF,sadzeco01,15
2023,ZQF,shephch01,5
2023,ZQF,unknown,5
2023,ZQF,walstbl01,21
2023,ZQF,wrighst01,21
